Dam_Name,ShortID,NID,GRanD_ID,IsSite,IsUSBR,IsUSACE,IsGRanD,State,OwnerTypes,PrimaryPur,IsRiverMth,delta,IsLock,yrc,yrr,yrc_source,MaxStor_m3,StorSource,Dam_Len_m,DamH_m,Longitude,Latitude,COMID,Hydroseq,DivDASqKM,Moved,FromDam,ToDam,flag,flagTerm,flagHW,countryOut,SiteTag,GRanDTag,RiverTag,DeltaTag
Liberty Lake,121051.0,OK02122,,1.0,0.0,0.0,0.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1949.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",3938125.0,"RESSED, https://water.usgs.gov/osw/ressed/",618.744,14.3256,-97.4664660992,35.8050702099,254058,390050569.0,31.4298,1.0,,348813.0,"[0, 9]",0,1,5,19288,19288,-105,16
SCS-Caston Mountain Creek Site-5,346314.0,OK11065,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1974.0,,NID,11403522.6,NID,1146.048,19.2024,-94.7490166967,35.0142484123,25197597,390050616.0,36.9315,0.0,,348866.0,"[0, 9]",0,1,5,0,35403,-92,16
Spring Lake Dam,287252.0,AR00027,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1915.0,,NID,246696.0,NID,158.496,3.048,-92.3188837005,34.5373486131,22848247,390050633.0,10.0332,0.0,[np.float64(287251.0)],287253.0,[0],0,0,5,0,0,-92,16
Frd No 12,308013.0,KS02211,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,13135760.238,NID,557.784,21.9456,-96.5932512272,37.0277716759,21783570,390050693.0,64.6272,0.0,,31859.0,"[0, 9]",0,1,5,31859,94887,-106,16
Frd No 17-36,308003.0,KS02200,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1965.0,,NID,925110.0,NID,228.6,11.5824,-96.1589506945,37.2149606089,21783342,390050695.0,8.4366,0.0,[np.float64(306171.0)],21122.0,[0],0,0,5,21122,21122,-106,16
Frd No 31,308024.0,KS02222,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1966.0,,NID,11001654.816,NID,601.98,21.0312,-96.5735580272,37.2482876755,21783294,390050696.0,53.7975,0.0,[np.float64(309454.0)],308257.0,[0],0,0,5,31859,94887,-106,16
Aiken Dd No 1,308004.0,KS02202,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1955.0,,NID,3947136.0,NID,298.704,15.8496,-95.9859886948,37.1917102089,21780096,390050722.0,27.5364,0.0,[np.float64(309574.0)],21122.0,[0],0,0,5,21122,21122,-106,16
Frd No F-3,308091.0,KS02290,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1966.0,,NID,2906177.5584,NID,533.4,12.8016,-96.4181460274,37.8681078746,21517212,390050749.0,14.229,0.0,,5817.0,"[0, 9]",0,1,5,5817,5817,-106,16
Frd No E-8,308087.0,KS02286,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1965.0,,NID,2957996.0532,NID,472.44,13.716,-96.4101568941,37.9717732744,21517152,390050750.0,14.7204,0.0,,5817.0,"[0, 9]",0,1,5,5817,5817,-106,16
Dd No F-12,311731.0,KS07875,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,2000.0,,NID,1148061.51,NID,804.672,7.0104,-96.3654407995,37.8482036696,21515454,390050763.0,8.1882,0.0,,5817.0,"[0, 9]",0,1,5,5817,5817,-106,16
Ford County Lake,308328.0,KS02542,,0.0,0.0,0.0,0.0,Kansas,Local Government,Recreation,0.0,0.0,0.0,0.0,,,1140969.0,NID,289.56,11.8872,-99.9190996566,37.8215063271,21218963,390050819.0,35.325,0.0,[np.float64(309059.0)],20428.0,[0],0,0,5,20428,20428,-105,16
Dd No 2-32,311254.0,KS07216,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1992.0,,NID,3515418.0,NID,640.08,10.3632,-99.8631707209,38.179488309,21214885,390050829.0,49.7313,0.0,,311255.0,"[0, 9]",0,1,5,20428,20428,-105,16
Frd No 1,311469.0,KS07488,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1999.0,,NID,4232069.88,NID,853.44,13.716,-99.0777748337,38.4330767965,21199812,390050848.0,35.9595,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Lake 40 & 8 Dam,309509.0,KS03743,,0.0,0.0,0.0,0.0,Kansas,Private,Recreation,0.0,0.0,0.0,0.0,,,135682.8,NID,190.5,6.096,-97.7201739131,37.6857610141,21161243,390050939.0,18.6156,0.0,[np.float64(309508.0)],20428.0,[0],0,0,5,20428,20428,-105,16
Allen Lake,307517.0,KS01706,,0.0,0.0,0.0,0.0,Kansas,Private,,0.0,0.0,0.0,1950.0,,NID,79559.46,NID,0.0,3.048,-98.5500814908,37.9015192745,21160093,390050941.0,613.2951,0.0,,307525.0,"[0, 9]",0,1,5,20428,84597,-105,16
W.  Morris A.K.A. Super'S Dam,307693.0,KS01885,,0.0,0.0,0.0,0.0,Kansas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,0.0,,,368810.52,NID,259.08,7.3152,-97.6246118256,37.6211994083,21144786,390050962.0,12.3129,0.0,[np.float64(307692.0)],308339.0,[0],0,0,5,20428,20428,-105,16
Arrowhead Lake Dam,306058.0,KS00226,,0.0,0.0,0.0,0.0,Kansas,Private,Recreation,0.0,0.0,0.0,1965.0,,iCOLD,2512598.76,NID,365.76,18.8976,-98.6074680196,37.4123185401,21014365,390051151.0,29.7567,1.0,,19298.0,"[0, 9]",0,1,5,19298,19298,-105,16
Ksnoname 2578,308363.0,KS02578,,0.0,0.0,0.0,0.0,Kansas,Private,,0.0,0.0,0.0,1969.0,,NID,67841.4,NID,0.0,5.1816,-99.252557423,37.4942864085,21011377,390051185.0,27.2259,0.0,,19298.0,"[0, 9]",0,1,5,19298,19298,-105,16
Cleveland,346303.0,OK11046,,0.0,0.0,0.0,0.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1936.0,,NID,7770924.0,NID,350.52,17.6784,-96.5758773887,36.2814417102,20973302,390051253.0,57.2094,0.0,[np.float64(347021.0)],19288.0,[0],0,0,5,19288,19288,-105,16
Pawnee Lake,346301.0,OK11043,,0.0,0.0,0.0,0.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1932.0,,NID,6469602.6,NID,581.5584,13.716,-96.8031004935,36.3589120102,20973224,390051254.0,33.6636,0.0,"[np.float64(347613.0), np.float64(347612.0)]",19288.0,[0],0,0,5,19288,19288,-105,16
,311200.0,KS07143,,0.0,0.0,0.0,0.0,Kansas,Private,Flood Risk Reduction,0.0,0.0,0.0,1983.0,,NID,94299.546,NID,219.456,7.3152,-96.5340526273,38.3589348071,20907303,390051398.0,28.7316,0.0,"[np.float64(311053.0), np.float64(311198.0)]",5818.0,[0],0,0,5,5818,5818,-107,16
Ksnoname 4683,310439.0,KS04683,,0.0,0.0,0.0,0.0,Kansas,Private,,0.0,0.0,0.0,1979.0,,NID,87577.08,NID,225.552,6.096,-97.165905093,37.9304382078,20078030,390051490.0,38.3256,0.0,[np.float64(312040.0)],309601.0,[0],0,0,5,20428,20428,-105,16
Throttle Dam No. 2,340708.0,NM00361,,0.0,0.0,0.0,0.0,New Mexico,Private,Irrigation,0.0,0.0,0.0,1914.0,,NID,6167400.0,NID,320.04,20.4216,-104.227212082,36.8272886762,20066195,390051505.0,124.767,0.0,,17076.0,"[0, 9]",0,1,5,17076,17076,-92,16
Jaritas Reservoir B Dam,340827.0,NM00661,,0.0,0.0,0.0,0.0,New Mexico,Private,Irrigation,0.0,0.0,0.0,1917.0,,NID,70431.708,NID,128.016,4.572,-104.382555258,36.2443455467,20051223,390051537.0,142.5393,0.0,,17076.0,"[0, 9]",0,1,5,17076,17076,-92,16
Martha Houghton Lake No 1 Dam,361186.0,TX03748,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1930.0,,NID,236828.16,NID,304.8,3.6576,-102.741947284,35.6920384779,20005971,390051597.0,90.207,0.0,[np.float64(361184.0)],361578.0,[0],0,0,5,121108,121108,-92,16
John Coon Ranch Lake Dam,361254.0,TX03832,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1950.0,,NID,207224.64,NID,213.36,4.572,-101.927325419,35.7988946111,19980996,390051620.0,16.371,0.0,[np.float64(362839.0)],121108.0,[0],0,0,5,121108,121108,-92,16
SCS-Cherokee Sandy Site-08,344703.0,OK00339,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1963.0,,NID,1493744.28,NID,466.344,10.0584,-97.0151068932,34.7477976127,19958448,390051653.0,29.2896,0.0,"[np.float64(344700.0), np.float64(344701.0), np.float64(344699.0)]",97247.0,[0],0,0,5,19295,97247,-97,16
Upper Moore Lake Dam,287776.0,AR00742,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1950.0,,NID,244229.04,NID,519.684,6.7056,-93.9355237855,33.449161295,19950032,390051666.0,27.4185,0.0,,313706.0,"[0, 9]",0,1,5,0,84363,-97,16
Nantachie Lake Dam,61579.0,LA00025,1252.0,0.0,0.0,0.0,1.0,Louisiana,Local Government,Recreation,0.0,0.0,0.0,1964.0,,NID,43788540.0,NID,350.52,12.4968,-92.7861708084,31.6041110935,19916932,390051733.0,216.531,0.0,,313706.0,"[0, 9]",0,1,5,0,84363,-97,16
Shores Creek Dam,364469.0,TX07448,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1962.0,,iCOLD,4043347.44,NID,254.508,21.9456,-100.249876713,34.3101550251,13980314,390051763.0,117.5589,1.0,,19295.0,"[0, 9]",0,1,5,19295,19295,-97,16
Lakeview WS SCS Site 4 Dam,361161.0,TX03720,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1973.0,,NID,7308369.0,NID,792.48,17.3736,-100.852600821,34.7458138794,13956535,390051778.0,46.0602,0.0,,19295.0,"[0, 9]",0,1,5,19295,19295,-97,16
Kenson Lake Dam,362854.0,TX05623,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1974.0,,NID,108546.24,NID,335.28,6.096,-101.711657886,36.3975982102,13848405,390051809.0,17.6751,0.0,[np.float64(362855.0)],96306.0,[0],0,0,5,19294,96306,-92,16
Mcclellan Creek WS SCS Site 1 Dam,361100.0,TX03650,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1979.0,,NID,6551012.28,NID,525.1704,8.5344,-101.281654349,35.3016624338,13765955,390051869.0,297.1071,0.0,,364642.0,"[0, 9]",0,1,5,26053,19155,-97,16
SCS-Tri-County Turkey Creek Site-01,348597.0,OK22125,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1982.0,,NID,3304492.92,NID,752.856,10.3632,-99.741177889,34.7562194127,13533545,390051935.0,59.3424,0.0,[np.float64(345560.0)],19295.0,[0],0,0,5,19295,19295,-97,16
Valley Lake Dam,106899.0,TX00418,1147.0,0.0,0.0,0.0,1.0,Texas,Private,Other,0.0,0.0,0.0,1961.0,,NID,32687220.0,NID,844.296,16.764,-96.3615106775,33.6386346891,8350709,390052152.0,22.0104,0.0,,362596.0,"[0, 9]",0,1,5,0,84363,-97,16
Lake Crook Dam,25939.0,TX01841,1141.0,1.0,0.0,0.0,1.0,Texas,Local Government,Water Supply,0.0,0.0,0.0,1923.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",14169006.0,"RESSED, https://water.usgs.gov/osw/ressed/",853.44,10.9728,-95.5670625615,33.7284195902,8348565,390052163.0,164.3958,1.0,"[np.float64(359434.0), np.float64(362014.0), np.float64(359433.0)]",313706.0,[0],0,0,5,0,84363,-97,16
Beaubouef Lake,313909.0,LA00832,,0.0,0.0,0.0,0.0,Louisiana,Private,Recreation,0.0,0.0,0.0,2019.0,,NID,277533.0,NID,766.572,4.8768,-93.68864387,32.2122425074,8342545,390052168.0,166.6458,0.0,"[np.float64(313806.0), np.float64(313605.0)]",313256.0,[0],0,0,5,0,84363,-97,16
Fielder Dam,448436.0,LA00845,,0.0,0.0,0.0,0.0,Louisiana,Private,Irrigation,0.0,0.0,0.0,2023.0,,NID,235594.68,NID,1021.08,2.7432,-93.8974029399,32.3747428601,8342369,390052171.0,109.6884,0.0,"[np.float64(313509.0), np.float64(313508.0), np.float64(313798.0)]",150527.0,[0],0,0,5,0,84363,-97,16
Pond Creek Lake Dam,287794.0,AR00764,,0.0,0.0,0.0,0.0,Arkansas,State,Recreation,0.0,0.0,0.0,1970.0,,NID,1110132.0,NID,274.32,4.572,-93.1233472759,35.0886539856,7803545,390052227.0,28.7163,0.0,,124377.0,"[0, 9]",0,1,5,0,0,-92,16
Vache Grasse Creek,287930.0,AR00936,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Water Supply,0.0,0.0,0.0,1964.0,,NID,1171806.0,NID,91.44,16.1544,-94.2508513168,35.1943184486,7756226,390052325.0,62.8596,0.0,,35403.0,"[0, 9]",0,1,5,0,35403,-92,16
Ozark Water Supply Lake Dam,35720.0,AR00562,1065.0,0.0,0.0,0.0,1.0,Arkansas,Local Government,Water Supply,0.0,0.0,0.0,1971.0,,NID,20599116.0,NID,722.376,27.432,-93.8420120796,35.5287014095,7752388,390052346.0,46.0089,0.0,,35403.0,"[0, 9]",0,1,5,0,35403,-92,16
Lake Windsor Dam,287427.0,AR00265,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1974.0,,NID,11594712.0,NID,374.2944,28.956,-94.2607092827,36.4667207701,7602013,390052537.0,29.3706,0.0,,93289.0,"[0, 9]",0,1,5,93289,93289,-107,16
Fourche Creek Wid Site 15,288285.0,AR01448,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1987.0,,NID,8444404.08,NID,518.16,14.6304,-91.024160128,36.4595986854,7548533,390052625.0,22.3758,0.0,[np.float64(287535.0)],-93.0,[0],0,0,5,0,0,-93,16
Fourche Creek #11,321512.0,MO31860,,0.0,0.0,0.0,0.0,Missouri,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1985.0,,NID,699383.16,NID,350.52,13.716,-90.9956110552,36.5110080374,7545243,390052636.0,32.8527,0.0,,-93.0,"[0, 9]",0,1,5,0,0,-93,16
SCS-Upper Clear Boggy Creek Site-51,346494.0,OK12171,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1966.0,,NID,758590.2,NID,310.896,6.7056,-96.4688406071,34.6157790284,6067774,390052695.0,8.7354,0.0,[np.float64(346495.0)],313706.0,[0],0,0,5,0,84363,-97,16
SCS-Caston Mountain Creek Site-2,346503.0,OK12181,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1973.0,,NID,4059382.68,NID,518.16,19.812,-94.8361561829,35.00513865,6041780,390052757.0,21.3516,0.0,,348866.0,"[0, 9]",0,1,5,0,35403,-92,16
SCS-Sandstone Creek Site-017,345151.0,OK00931,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1952.0,,NID,3812686.68,NID,630.936,16.4592,-99.6131514741,35.509418865,3142792,390052875.0,28.7883,0.0,"[np.float64(345164.0), np.float64(345930.0)]",19160.0,[0],0,0,5,19160,19160,-97,16
Upper Washita River WS SCS Site 17 Dam,361563.0,TX04202,,0.0,0.0,0.0,0.0,Texas,Local Government,Irrigation,0.0,0.0,0.0,1961.0,,NID,3154008.36,NID,899.16,10.0584,-100.428402871,35.599244531,3140248,390052894.0,42.5808,0.0,[np.float64(360046.0)],361564.0,[0],0,0,5,121138,19160,-97,16
Upper Washita River WS SCS Site 31 Dam,360042.0,TX02500,,0.0,0.0,0.0,0.0,Texas,Local Government,Recreation,0.0,0.0,0.0,1963.0,,NID,7802994.48,NID,762.0,14.3256,-100.035646488,35.7041318779,3140216,390052895.0,87.9561,0.0,,360043.0,"[0, 9]",0,1,5,19160,19160,-97,16
Banning Lewis #1,291146.0,CO01969,,0.0,0.0,0.0,0.0,Colorado,Private,Flood Risk Reduction,0.0,0.0,0.0,1888.0,,NID,185022.0,NID,228.6,9.144,-104.649718415,38.8898466063,1531335,390052971.0,28.971,0.0,,1926.0,"[0, 9]",0,1,5,1926,1926,-105,16
Kettle Lake #3,291439.0,CO02446,,0.0,0.0,0.0,0.0,Colorado,Federal,Recreation,0.0,0.0,0.0,1967.0,,NID,108546.24,NID,144.78,4.572,-104.810916614,38.9644494062,1531313,390052972.0,43.7805,0.0,,291438.0,"[0, 9]",0,1,5,1926,1926,-105,16
Ellison Creek Dam,110202.0,TX04010,1174.0,0.0,0.0,0.0,1.0,Texas,Private,Recreation,0.0,0.0,0.0,1943.0,,NID,55118053.8,NID,1767.84,14.9352,-94.7260782754,32.9181410767,1011672,390053035.0,115.3431,0.0,[np.float64(111873.0)],31830.0,[0],0,0,5,31830,31830,-97,16
St. Charles #3,38400.0,CO00493,994.0,0.0,0.0,0.0,1.0,Colorado,Private,Water Supply,0.0,0.0,0.0,1913.0,,NID,17194711.2,NID,2662.7328,16.1544,-104.646795347,38.1665822407,952767,390053087.0,60.4989,0.0,,290921.0,"[0, 9]",0,1,5,1926,1926,-105,16
Rainbow Lake,291442.0,CO02453,,0.0,0.0,0.0,0.0,Colorado,Private,Recreation,0.0,0.0,0.0,1965.0,,NID,241762.08,NID,36.576,7.0104,-106.265591212,38.8110176731,918623,390053159.0,79.0695,1.0,,1331.0,"[0, 9]",0,1,5,1331,1331,-105,16
Brett Gray,290336.0,CO00517,,0.0,0.0,0.0,0.0,Colorado,Private,Irrigation,0.0,0.0,0.0,1939.0,,NID,217092.48,NID,350.52,8.8392,-103.912527197,38.739913478,913773,390053176.0,130.6746,0.0,,1926.0,"[0, 9]",0,1,5,1926,1926,-105,16
Oknoname 113111,347282.0,OK13062,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1940.0,,NID,246696.0,NID,30.48,7.62,-96.3623275471,36.658568124,846338,390053192.0,145.9332,0.0,"[np.float64(346302.0), np.float64(349232.0)]",94887.0,[0],0,0,5,94887,94887,-106,16
SCS-Caney Coon Creek Site-2,345664.0,OK01507,,0.0,0.0,0.0,0.0,Oklahoma,State,Water Supply,0.0,0.0,0.0,1965.0,,NID,20168631.48,NID,359.664,16.1544,-96.2318056944,34.5714458797,706642,390053205.0,36.3474,0.0,,313706.0,"[0, 9]",0,1,5,0,84363,-97,16
SCS-Saddle Mountain Creek Site-003,344877.0,OK00542,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1958.0,,NID,1952598.84,NID,569.976,11.2776,-98.617351624,35.0111306123,683689,390053244.0,20.2815,0.0,,349144.0,"[0, 9]",0,1,5,19295,19295,-97,16
Chickasha Lake,94751.0,OK02562,1083.0,0.0,0.0,0.0,1.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1958.0,,NID,98493378.0,NID,1018.032,17.3736,-98.1342322198,35.1333926111,683641,390053245.0,190.3257,0.0,[np.float64(347363.0)],347108.0,[0],0,0,5,19295,19295,-97,16
SCS-Soldier Creek Site-004,345284.0,OK01070,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1962.0,,NID,2569338.84,NID,822.96,14.3256,-99.2980930896,35.4509466783,681279,390053259.0,33.48,0.0,"[np.float64(348884.0), np.float64(348203.0)]",349144.0,[0],0,0,5,19295,19295,-97,16
Krieger Michael,348541.0,OK22022,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1984.0,,NID,61674.0,NID,0.0,7.62,-99.1940316756,35.0815981576,557735,390053395.0,2.4327,0.0,,461757.0,"[0, 9]",0,1,5,19295,19295,-97,16
Collins Velma & John,346938.0,OK12668,,0.0,0.0,0.0,0.0,Oklahoma,Private,Recreation,0.0,0.0,0.0,1950.0,,NID,209691.6,NID,152.4,10.668,-96.376257044,35.8305105201,535359,390053441.0,31.6134,0.0,"[np.float64(346174.0), np.float64(346176.0), np.float64(346173.0), np.float64(346175.0)]",19287.0,[0],0,0,5,19287,19287,-92,16
SCS-Okmulgee Creek Site-2,345556.0,OK01359,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,5353303.2,NID,1066.8,8.2296,-95.9527875096,35.6429486959,534257,390053445.0,38.3985,0.0,[np.float64(345555.0)],19287.0,[0],0,0,5,19287,19287,-92,16
Beecher Property Dam,349032.0,OK30459,,0.0,0.0,0.0,0.0,Oklahoma,Private,Irrigation,0.0,0.0,0.0,0.0,,,188722.44,NID,146.304,7.62,-97.9073686251,35.7838324111,255082,390053652.0,54.7722,0.0,"[np.float64(345836.0), np.float64(345837.0)]",346680.0,[0],0,0,5,19288,19288,-105,16
Guthrie Lake,121052.0,OK02123,,1.0,0.0,0.0,0.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1920.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",3779388.0,"RESSED, https://water.usgs.gov/osw/ressed/",512.064,10.0584,-97.440233778,35.8195963815,253998,390053659.0,34.2522,1.0,"[np.float64(348794.0), np.float64(346668.0)]",348813.0,[0],0,0,5,19288,19288,-105,16
Ponca Lake,95087.0,OK11017,1022.0,0.0,0.0,0.0,1.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1935.0,,NID,29233476.0,NID,1524.0,20.4216,-97.0265050912,36.7210116114,24934518,390053725.0,71.793,0.0,"[np.float64(347325.0), np.float64(345839.0)]",19288.0,[0],0,0,5,19288,19288,-105,16
Hardin Lake Dam,287822.0,AR00802,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1957.0,,NID,1258149.6,NID,1188.72,3.048,-92.1203656009,34.4541175578,22850639,390053736.0,27.2502,0.0,,124378.0,"[0, 9]",0,1,5,0,0,-92,16
Alneta Lake Dam,287315.0,AR00100,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1948.0,,NID,86343.6,NID,88.392,6.7056,-92.5400306095,34.785023538,22847775,390053748.0,45.0387,0.0,[np.float64(288156.0)],124383.0,[0],0,0,5,0,0,-92,16
Hudmans Lake Dam No 1,287356.0,AR00144,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1930.0,,NID,76475.76,NID,822.96,3.9624,-92.3513137748,34.836227089,22846349,390053762.0,17.3151,0.0,,124384.0,"[0, 9]",0,1,5,0,0,-92,16
Oknoname 113011,347274.0,OK13052,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,0.0,,,222026.4,NID,121.92,9.144,-96.0276324859,36.9040483839,21784988,390053813.0,50.0832,0.0,[np.float64(347511.0)],346343.0,[0],0,0,5,94887,94887,-106,16
Frd No 16-31,308000.0,KS02197,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1965.0,,NID,3971805.6,NID,289.56,13.1064,-96.1328100946,37.2138650756,21783348,390053820.0,31.8159,0.0,[np.float64(311538.0)],21122.0,[0],0,0,5,21122,21122,-106,16
Frd No I-1-25 (Illinois Crkdam),308195.0,KS02395,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1969.0,,NID,8239646.4,NID,365.76,11.8872,-95.9320700949,37.1417020757,21780100,390053852.0,40.5666,0.0,,21122.0,"[0, 9]",0,1,5,21122,21122,-106,16
Frd No W-1,308099.0,KS02298,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,2188415.5464,NID,487.68,13.1064,-96.511868294,38.0013392077,21513526,390053917.0,10.5687,0.0,,5817.0,"[0, 9]",0,1,5,5817,5817,-106,16
Frd No E-2,308081.0,KS02280,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,5041232.76,NID,594.36,17.3736,-96.3733832275,38.0273998076,21513496,390053918.0,24.6915,0.0,,5817.0,"[0, 9]",0,1,5,5817,5817,-106,16
Dd No 1-20,311026.0,KS05448,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1984.0,,NID,5217620.4,NID,821.1312,8.5344,-99.5406515851,38.1227424228,21227147,390053938.0,46.8657,0.0,"[np.float64(309391.0), np.float64(309392.0)]",20428.0,[0],0,0,5,20428,20428,-105,16
Dd No 7-22,311776.0,KS07921,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,2001.0,,NID,3760880.52,NID,274.32,8.2296,-100.501448443,38.0344107717,21225227,390053957.0,182.0043,0.0,"[np.float64(306522.0), np.float64(309298.0)]",306528.0,[0],0,0,5,20428,20428,-105,16
Ksnoname 689,306514.0,KS00689,,0.0,0.0,0.0,0.0,Kansas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,0.0,,,430484.52,NID,377.952,6.7056,-100.338850675,38.1062254792,21224679,390053960.0,49.5297,0.0,[np.float64(310735.0)],306515.0,[0],0,0,5,20428,20428,-105,16
Ksnoname 717,306541.0,KS00717,,0.0,0.0,0.0,0.0,Kansas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,0.0,,,143083.68,NID,175.26,5.7912,-100.283848621,38.1567090074,21224379,390053963.0,24.3288,0.0,,306518.0,"[0, 9]",0,1,5,20428,20428,-105,16
Hodgeman State Fishing Lake,306695.0,KS00874,,0.0,0.0,0.0,0.0,Kansas,State,,0.0,0.0,0.0,1956.0,,NID,2491629.6,NID,390.144,14.6304,-99.8222272222,38.0485486076,21215797,390053984.0,37.197,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Frd No 17,311003.0,KS05421,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1986.0,,NID,3688105.2,NID,794.004,11.5824,-99.478451355,38.4155154076,21200030,390054006.0,24.2055,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Frd No 26,311637.0,KS07722,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1995.0,,NID,1755242.04,NID,449.8848,9.4488,-99.3841384173,38.4813272276,21199322,390054012.0,15.7581,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Frd No 4,311054.0,KS05478,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1988.0,,NID,3699206.52,NID,976.2744,9.144,-99.1530446877,38.5005185514,21198664,390054020.0,31.9563,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
