Dam_Name,ShortID,NID,GRanD_ID,IsSite,IsUSBR,IsUSACE,IsGRanD,State,OwnerTypes,PrimaryPur,IsRiverMth,delta,IsLock,yrc,yrr,yrc_source,MaxStor_m3,StorSource,Dam_Len_m,DamH_m,Longitude,Latitude,COMID,Hydroseq,DivDASqKM,Moved,FromDam,ToDam,flag,flagTerm,flagHW,countryOut,SiteTag,GRanDTag,RiverTag,DeltaTag
Abbott Lake Upper Dam,340590.0,NM00193,,0.0,0.0,0.0,0.0,New Mexico,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1919.0,,NID,192422.88,NID,97.536,8.8392,-104.333437204,36.200132818,20051239,390046453.0,140.4441,0.0,,340591.0,"[0, 9]",0,1,5,17076,17076,-92,16
6 Section Lake Dam,361331.0,TX03924,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1940.0,,NID,345374.4,NID,0.0,10.668,-101.801014086,35.3562408785,19984920,390046504.0,64.3617,0.0,[np.float64(363205.0)],121108.0,[0],0,0,5,121108,121108,-92,16
Murray Lake,348150.0,OK21248,,0.0,0.0,0.0,0.0,Oklahoma,Private,Recreation,0.0,0.0,0.0,1930.0,,NID,130748.88,NID,304.8,4.8768,-99.0389360234,34.37873628,13970162,390046619.0,20.1258,0.0,[np.float64(348149.0)],19295.0,[0],0,0,5,19295,19295,-97,16
Bill Bivens Dam,361542.0,TX04179,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1970.0,,NID,355242.24,NID,86.868,5.1816,-101.736708069,34.5223020371,13943812,390046626.0,538.0911,0.0,,110462.0,"[0, 9]",0,1,5,19295,110462,-97,16
Kotara Dam,364642.0,TX09094,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,0.0,,,109779.72,NID,60.96,2.7432,-101.215261221,35.2740893965,13765103,390046686.0,388.8792,0.0,[np.float64(361100.0)],361101.0,[0],0,0,5,26053,19155,-97,16
Klose Lake Dam,362596.0,TX05358,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1966.0,,NID,202290.72,NID,399.8976,6.096,-96.345789501,33.6515951255,8350085,390046889.0,25.2639,0.0,[np.float64(106899.0)],313706.0,[0],0,0,5,0,84363,-97,16
E Fork Pt Remove Creek Wid Site 06,287475.0,AR00320,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Fish and Wildlife Pond,0.0,0.0,0.0,1973.0,,NID,10001055.84,NID,429.768,18.288,-92.6551127,35.3824482784,7788874,390046962.0,41.1885,0.0,"[np.float64(438274.0), np.float64(288385.0)]",124383.0,[0],0,0,5,0,0,-92,16
Parks Lake Dam,287271.0,AR00051,,0.0,0.0,0.0,0.0,Arkansas,Private,Recreation,0.0,0.0,0.0,1959.0,,NID,102378.84,NID,91.44,4.572,-92.3065929901,35.0446558047,7788324,390046970.0,1.8468,1.0,,35317.0,"[0, 9]",0,1,5,0,35317,-92,16
Huckleberry Creek  Dam,36419.0,AR01522,1071.0,0.0,0.0,0.0,1.0,Arkansas,Local Government,Water Supply,0.0,0.0,0.0,1995.0,,NID,28791890.16,NID,1280.16,33.528,-93.1898330599,35.372441478,7769617,390046999.0,21.8565,0.0,,287429.0,"[0, 9]",0,1,5,0,35403,-92,16
SCS-Upper Clear Boggy Creek Site-09,346214.0,OK10657,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1961.0,,NID,3226783.68,NID,1005.84,12.192,-96.5031066401,34.5285488626,6067826,390047294.0,30.3012,0.0,"[np.float64(345475.0), np.float64(345853.0)]",346486.0,[0],0,0,5,0,84363,-97,16
SCS-Upper Clear Boggy Creek Site-25,345481.0,OK01278,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,3220616.28,NID,405.384,17.3736,-96.6028618603,34.592126525,6067796,390047295.0,19.5111,0.0,,345479.0,"[0, 9]",0,1,5,0,84363,-97,16
SCS-Upper Clear Boggy Creek Site-41,345493.0,OK01290,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1963.0,,NID,1122466.8,NID,457.2,8.2296,-96.6081506272,34.696951,6066542,390047300.0,22.3164,0.0,[np.float64(345494.0)],313706.0,[0],0,0,5,0,84363,-97,16
SCS-Fourche Maline Creek Site-02,345821.0,OK02161,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,3768281.4,NID,320.04,25.6032,-95.2967642959,34.9583130791,6049692,390047306.0,42.4188,0.0,[np.float64(345822.0)],19293.0,[0],0,0,5,19293,19293,-92,16
Miller Dam,348936.0,OK30267,,0.0,0.0,0.0,0.0,Oklahoma,Private,Irrigation,0.0,0.0,0.0,1998.0,,NID,259030.8,NID,274.32,6.7056,-99.8466370379,36.0636593441,5262242,390047388.0,34.0911,0.0,,19287.0,"[0, 9]",0,1,5,19287,19287,-92,16
SCS-Sandstone Creek Site-016,345152.0,OK00933,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1952.0,,NID,6118060.8,NID,518.16,16.764,-99.6158618891,35.4805118116,3143448,390047421.0,51.3756,0.0,"[np.float64(348430.0), np.float64(121041.0)]",19160.0,[0],0,0,5,19160,19160,-97,16
SCS-Dead Indian-Wldhorse Cr Site-04,345140.0,OK00920,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1959.0,,NID,2870307.96,NID,457.2,17.9832,-99.7175231954,35.7466071364,3142588,390047424.0,44.8893,0.0,[np.float64(349237.0)],19160.0,[0],0,0,5,19160,19160,-97,16
SCS-Upper Washita Creek Site-040,345190.0,OK00972,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1961.0,,NID,1509779.52,NID,445.008,10.3632,-99.8893733486,35.7721936819,3142570,390047425.0,72.1989,0.0,"[np.float64(348803.0), np.float64(345191.0)]",19160.0,[0],0,0,5,19160,19160,-97,16
Queen,39314.0,CO02026,988.0,0.0,0.0,0.0,1.0,Colorado,Private,Irrigation,0.0,0.0,0.0,1896.0,,NID,36054620.4,NID,548.64,7.62,-102.635442348,38.2715186705,1595829,390047458.0,89.1288,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Monument Lake,290274.0,CO00429,,0.0,0.0,0.0,0.0,Colorado,Local Government,Irrigation,0.0,0.0,0.0,1893.0,,NID,1137268.56,NID,259.3848,14.3256,-104.879116999,39.0896663185,1528405,390047517.0,76.7691,0.0,[np.float64(290278.0)],1926.0,[0],0,0,5,1926,1926,-105,16
Lake Sulphur Springs Dam,110498.0,TX04356,1160.0,0.0,0.0,0.0,1.0,Texas,Local Government,Water Supply,0.0,0.0,0.0,1973.0,,NID,61501312.8,NID,1899.5136,13.4112,-95.6177423962,33.1799090357,1122635,390047544.0,182.8107,0.0,[np.float64(358376.0)],24769.0,[0],0,0,5,24769,24769,-97,16
Bison Park,291195.0,CO02047,,0.0,0.0,0.0,0.0,Colorado,Local Government,Water Supply,0.0,0.0,0.0,1902.0,,NID,1909427.04,NID,274.32,8.2296,-105.085504432,38.7721933297,947193,390047616.0,0.8235,1.0,,291690.0,"[0, 9]",0,1,5,1331,1331,-105,16
SCS-Rainy Mountain Creek Site-29,345018.0,OK00705,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1971.0,,NID,3189779.28,NID,720.852,8.8392,-98.8381102237,35.0485244789,683659,390047698.0,74.4237,0.0,"[np.float64(348714.0), np.float64(345017.0)]",349144.0,[0],0,0,5,19295,19295,-97,16
Raymond Gary Lake,345667.0,OK01510,,0.0,0.0,0.0,0.0,Oklahoma,State,Recreation,0.0,0.0,0.0,1956.0,,NID,4884580.8,NID,274.32,9.144,-95.2595376286,33.991443027,593728,390047752.0,144.3915,0.0,,313706.0,"[0, 9]",0,1,5,0,84363,-97,16
French Lake Dam,344812.0,OK00465,,0.0,0.0,0.0,0.0,Oklahoma,Federal,Fish and Wildlife Pond,0.0,0.0,0.0,1936.0,,NID,541497.72,NID,116.1288,9.144,-98.6992452906,34.7236752128,573096,390047782.0,35.1936,0.0,"[np.float64(348702.0), np.float64(345950.0), np.float64(348700.0)]",345949.0,[0],0,0,5,19295,19295,-97,16
SCS-Upper Elk Creek Site-22r,345269.0,OK01055,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1969.0,,NID,12334800.0,NID,1104.5952,18.288,-99.4068196228,35.3590108784,558101,390047796.0,62.6157,0.0,[np.float64(348222.0)],461757.0,[0],0,0,5,19295,19295,-97,16
Oknoname 111071,346631.0,OK12333,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1940.0,,NID,986784.0,NID,950.976,7.62,-95.9625628544,35.4470978805,540287,390047807.0,43.7355,0.0,"[np.float64(346600.0), np.float64(346605.0), np.float64(346602.0), np.float64(346609.0), np.float64(346326.0), np.float64(346601.0)]",346634.0,"[5, 0]",0,0,5,19287,19287,-92,16
SCS-Cottonwood Creek Site-15,346399.0,OK12051,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,5245990.44,NID,746.76,16.764,-97.7417000254,35.7505864778,255416,390047982.0,85.1805,0.0,"[np.float64(345670.0), np.float64(345669.0)]",348813.0,[0],0,0,5,19288,19288,-105,16
SCS-Fourche Maline Creek Site-05,345833.0,OK02174,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,6523875.72,NID,608.076,28.3464,-95.3567494958,34.9920592124,941110118,390048007.0,29.1663,0.0,,345834.0,"[0, 9]",0,1,5,19293,19293,-92,16
Tall Timber Lake Dam,287353.0,AR00141,,0.0,0.0,0.0,0.0,Arkansas,Private,Water Supply,0.0,0.0,0.0,1925.0,,NID,62907.48,NID,73.152,5.1816,-92.381891367,34.7034020795,22846841,390048046.0,31.2237,0.0,"[np.float64(287331.0), np.float64(287334.0)]",124378.0,[0],0,0,5,0,0,-92,16
Peters Lake,345541.0,OK01342,,0.0,0.0,0.0,0.0,Oklahoma,Private,Recreation,0.0,0.0,0.0,1950.0,,NID,462555.0,NID,45.72,9.144,-96.1376788279,36.7235294763,21785274,390048084.0,357.219,0.0,"[np.float64(347280.0), np.float64(347167.0), np.float64(347279.0)]",345543.0,[0],0,0,5,94887,94887,-106,16
Frd No 9-1,307986.0,KS02182,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,3558589.8,NID,469.392,17.3736,-96.2717262277,37.2019370756,21783378,390048089.0,32.1669,0.0,[np.float64(306170.0)],21122.0,[0],0,0,5,21122,21122,-106,16
Ksnoname 804,306627.0,KS00804,,0.0,0.0,0.0,0.0,Kansas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,0.0,,,53039.64,NID,131.064,7.9248,-96.34893606,37.6462285047,21516416,390048138.0,60.9822,0.0,"[np.float64(312177.0), np.float64(311552.0), np.float64(309290.0)]",5817.0,[0],0,0,5,5817,5817,-106,16
Ksnoname 3509,309279.0,KS03509,,0.0,0.0,0.0,0.0,Kansas,Private,,0.0,0.0,0.0,1970.0,,NID,166519.8,NID,353.568,7.3152,-96.3133132863,37.8064920481,21515594,390048146.0,2.3391,0.0,,5817.0,"[0, 9]",0,1,5,5817,5817,-106,16
Ksnoname 5006,310759.0,KS05006,,0.0,0.0,0.0,0.0,Kansas,Private,,0.0,0.0,0.0,1957.0,,NID,98678.4,NID,0.0,5.4864,-101.599754592,37.953042484,21251360,390048157.0,34.7877,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Ksnoname 4973,310727.0,KS04973,,0.0,0.0,0.0,0.0,Kansas,Private,,0.0,0.0,0.0,1965.0,,NID,67841.4,NID,0.0,4.8768,-100.576894298,38.1218658692,21224553,390048185.0,54.9297,0.0,"[np.float64(306538.0), np.float64(306535.0)]",306528.0,[0],0,0,5,20428,20428,-105,16
Dd No 6-32,311657.0,KS07744,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,0.0,,,1825550.4,NID,377.952,9.144,-100.410503937,38.181223165,21224359,390048187.0,46.368,0.0,"[np.float64(306540.0), np.float64(310732.0)]",306515.0,[0],0,0,5,20428,20428,-105,16
Ksnoname 709,306533.0,KS00709,,0.0,0.0,0.0,0.0,Kansas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,0.0,,,82643.16,NID,167.64,5.7912,-100.339457021,38.200614474,21224049,390048191.0,32.5602,0.0,[np.float64(310734.0)],306692.0,[0],0,0,5,20428,20428,-105,16
Frd No 51,311010.0,KS05429,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1987.0,,NID,10896562.32,NID,738.2256,13.716,-100.40469867,38.4650377123,21209009,390048209.0,205.1802,0.0,"[np.float64(120927.0), np.float64(310642.0)]",20428.0,[0],0,0,5,20428,20428,-105,16
Frd No 27,310971.0,KS05387,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1985.0,,NID,1823083.44,NID,320.04,11.2776,-99.419237777,38.4895926655,21199294,390048225.0,18.2394,0.0,,20428.0,"[0, 9]",0,1,5,20428,20428,-105,16
Xit No.10,344506.0,OK00127,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1955.0,,NID,185022.0,NID,182.88,7.62,-100.467071488,36.9932038759,21098869,390048358.0,84.6612,0.0,[np.float64(347825.0)],347395.0,[0],0,0,5,19288,19288,-105,16
Lott & Sutter,346004.0,OK03039,,0.0,0.0,0.0,0.0,Oklahoma,Private,Flood Risk Reduction,0.0,0.0,0.0,1986.0,,NID,168986.76,NID,69.1896,8.2296,-98.7085414463,36.8116596843,21028042,390048446.0,88.8939,0.0,[np.float64(347866.0)],19298.0,[0],0,0,5,19298,19298,-105,16
Barber State Fishing Lake,306060.0,KS00228,,0.0,0.0,0.0,0.0,Kansas,State,Recreation,0.0,0.0,0.0,1954.0,,NID,2343612.0,NID,403.86,16.4592,-98.5796795135,37.2959885503,21014507,390048466.0,9.495,0.0,[np.float64(310452.0)],19298.0,[0],0,0,5,19298,19298,-105,16
Polk Daniels Lake,7285.0,KS02472,,1.0,0.0,0.0,0.0,Kansas,Local Government,Recreation,0.0,0.0,0.0,1936.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",951013.0,"RESSED, https://water.usgs.gov/osw/ressed/",259.08,14.0208,-96.2262969622,37.4609254369,20946186,390048584.0,24.5052,1.0,[np.float64(310091.0)],5816.0,[0],0,0,5,5816,5816,-106,16
Frd No 7,311222.0,KS07168,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,0.0,,,2911012.8,NID,396.24,13.4112,-96.007439889,37.4604783511,20945150,390048591.0,15.4413,0.0,,310465.0,"[0, 9]",0,1,5,5816,5816,-106,16
Frd No 36,308074.0,KS02273,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1974.0,,NID,10810218.72,NID,502.92,26.5176,-96.4682630274,37.5786138083,20942932,390048600.0,34.8939,0.0,,5816.0,"[0, 9]",0,1,5,5816,5816,-106,16
Frd No 25,310139.0,KS04379,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1977.0,,NID,6759470.4,NID,847.344,12.192,-96.6456708005,37.9160386712,20081934,390048724.0,33.3747,0.0,,5836.0,"[0, 9]",0,1,5,5836,5836,-105,16
Overflow Dam,309608.0,KS03842,,0.0,0.0,0.0,0.0,Kansas,Private,Irrigation,0.0,0.0,0.0,1955.0,,NID,455154.12,NID,274.32,5.4864,-96.8688543978,37.9754337523,20080888,390048731.0,40.0932,0.0,"[np.float64(311147.0), np.float64(310133.0), np.float64(312055.0)]",20428.0,[0],0,0,5,20428,20428,-105,16
Pl-566 Site No. 23,311779.0,KS07924,,0.0,0.0,0.0,0.0,Kansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,2001.0,,NID,6081056.4,NID,1413.0528,10.3632,-96.6565643226,37.9924213995,20080732,390048734.0,28.2249,0.0,[np.float64(309631.0)],5836.0,[0],0,0,5,5836,5836,-105,16
Van Bruggen Reservoir Dam,340699.0,NM00347,,0.0,0.0,0.0,0.0,New Mexico,Private,Irrigation,0.0,0.0,0.0,1904.0,,NID,130748.88,NID,106.68,9.7536,-104.663293015,36.5471480099,20066207,390048752.0,49.1418,0.0,[np.float64(340557.0)],17076.0,[0],0,0,5,17076,17076,-92,16
The Ranch Marsh Dam,361333.0,TX03926,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1964.0,,NID,740088.0,NID,0.0,9.144,-102.034530285,35.3758302784,19983574,390048844.0,264.8871,0.0,,121108.0,"[0, 9]",0,1,5,121108,121108,-92,16
Price Dam 1,363958.0,TX06857,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1970.0,,NID,129515.4,NID,94.488,8.2296,-101.03397822,35.617708078,19970096,390048864.0,22.2246,0.0,,19287.0,"[0, 9]",0,1,5,19287,19287,-92,16
Sibley Lake Dam,61581.0,LA00027,1251.0,0.0,0.0,0.0,1.0,Louisiana,Local Government,Water Supply,0.0,0.0,0.0,1962.0,,NID,69938316.0,NID,1842.516,10.9728,-93.1119029474,31.7518839191,19918032,390048940.0,100.6209,0.0,,313821.0,"[0, 9]",0,1,5,0,84363,-97,16
Clayton Dam,340671.0,NM00294,,0.0,0.0,0.0,0.0,New Mexico,State,Recreation,0.0,0.0,0.0,1955.0,,NID,8177972.4,NID,219.456,24.9936,-103.295435683,36.5763236099,13859134,390048996.0,283.446,0.0,,96306.0,"[0, 9]",0,1,5,19294,96306,-92,16
Oknoname 30198,348869.0,OK30198,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1950.0,,NID,148017.6,NID,182.88,11.5824,-100.495787088,36.7883552762,13824140,390049027.0,18.3906,0.0,,19294.0,"[0, 9]",0,1,5,19294,19294,-92,16
SCS-Timber Creek Site-7,344415.0,OK00020,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1963.0,,NID,2523700.08,NID,533.4,14.9352,-99.6148011368,35.3885981335,13756071,390049061.0,34.551,0.0,,19155.0,"[0, 9]",0,1,5,19155,19155,-97,16
Leatherwood,287402.0,AR00238,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Recreation,0.0,0.0,0.0,1939.0,,NID,2072246.4,NID,201.168,16.764,-93.7504720316,36.4452352101,8589554,390049266.0,33.7032,0.0,[np.float64(287400.0)],68835.0,[0],0,0,5,10174,68835,-93,16
Spring Lake,287788.0,AR00754,,0.0,0.0,0.0,0.0,Arkansas,Federal,Fish and Wildlife Pond,0.0,0.0,0.0,1939.0,,NID,3182378.4,NID,91.44,17.9832,-93.4259880809,35.149494258,7803179,390049358.0,43.9542,1.0,,124377.0,"[0, 9]",0,1,5,0,0,-92,16
Galla Creek Wid Site 1,288080.0,AR01136,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Water Supply,0.0,0.0,0.0,1975.0,,NID,23436120.0,NID,806.196,28.956,-93.0496612367,35.2633256153,7790188,390049372.0,55.5624,0.0,[np.float64(287430.0)],288102.0,[0],0,0,5,0,0,-92,16
E Fork Pt Remove Creek Wid Site 02,287471.0,AR00316,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,6444933.0,NID,589.4832,17.9832,-92.5570701255,35.4694745583,7786234,390049396.0,33.9786,0.0,,124383.0,"[0, 9]",0,1,5,0,0,-92,16
Abbott Jordan Jr,346345.0,OK11105,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1955.0,,NID,94977.96,NID,275.844,6.4008,-96.6716405836,34.6923055337,6071166,390049753.0,21.4182,0.0,"[np.float64(345907.0), np.float64(345487.0)]",313706.0,[0],0,0,5,0,84363,-97,16
Oknoname 123016,346010.0,OK10006,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1960.0,,NID,166519.8,NID,106.68,7.62,-96.6514329292,34.6743934923,6066614,390049766.0,29.5299,0.0,[np.float64(345485.0)],313706.0,[0],0,0,5,0,84363,-97,16
SCS-Fourche Maline Creek Site-11,346312.0,OK11063,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1971.0,,NID,4232069.88,NID,457.2,17.3736,-95.1596402961,34.8913440792,6049744,390049773.0,23.6763,0.0,,19293.0,"[0, 9]",0,1,5,19293,19293,-92,16
Poteau River Wid Site 11,287865.0,AR00855,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1969.0,,NID,9833302.56,NID,729.996,16.1544,-94.3149091549,34.8484949603,6047934,390049785.0,29.8782,0.0,,35927.0,"[0, 9]",0,1,5,19293,35927,-92,16
SCS-Big Kiowa Creek Site-2,345223.0,OK01006,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1953.0,,NID,2269603.2,NID,365.76,12.8016,-99.4442749285,35.5327235459,3142776,390049919.0,22.6719,0.0,[np.float64(344419.0)],19160.0,[0],0,0,5,19160,19160,-97,16
SCS-Nine Mile Creek Site-17,345225.0,OK01008,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,173920.68,NID,179.832,7.0104,-99.4971181747,35.7356849958,3142442,390049922.0,33.4098,0.0,"[np.float64(347966.0), np.float64(345226.0)]",19160.0,[0],0,0,5,19160,19160,-97,16
Upper Washita River WS SCS Site 17a Dam,361564.0,TX04203,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1961.0,,NID,386079.24,NID,345.948,9.4488,-100.413083688,35.6002370781,3139918,390049938.0,54.3096,0.0,[np.float64(361563.0)],121138.0,[0],0,0,5,121138,19160,-97,16
Cottonwood #1,291346.0,CO02262,,0.0,0.0,0.0,0.0,Colorado,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1939.0,,NID,69074.88,NID,137.16,4.8768,-102.409067595,38.143069763,1595931,390049958.0,23.3505,0.0,,291347.0,"[0, 9]",0,1,5,20428,20428,-105,16
Kettle Lake #2,291438.0,CO02445,,0.0,0.0,0.0,0.0,Colorado,Federal,Recreation,0.0,0.0,0.0,1967.0,,NID,61674.0,NID,329.184,7.62,-104.812053713,38.961708366,1529503,390050017.0,45.5481,0.0,[np.float64(291439.0)],1926.0,[0],0,0,5,1926,1926,-105,16
Aspen Lake,290256.0,CO00402,,0.0,0.0,0.0,0.0,Colorado,Private,Recreation,0.0,0.0,0.0,1956.0,,NID,111013.2,NID,91.44,7.62,-104.98364569,39.0132747789,1528417,390050019.0,10.5372,1.0,[np.float64(291731.0)],290262.0,[0],0,0,5,1926,1926,-105,16
Victor #2,291281.0,CO02161,,0.0,0.0,0.0,0.0,Colorado,Local Government,Water Supply,0.0,0.0,0.0,1897.0,,NID,319471.32,NID,172.212,13.1064,-105.090293,38.7780658802,947191,390050127.0,18.8145,1.0,"[np.float64(439279.0), np.float64(291199.0)]",291034.0,[0],0,0,5,1331,1331,-105,16
Cottonwood Lake,291748.0,CO03036,,0.0,0.0,0.0,0.0,Colorado,Federal,Recreation,0.0,0.0,0.0,1936.0,,NID,148017.6,NID,12.4968,2.4384,-106.2772674,38.7815644962,917793,390050168.0,70.2117,1.0,,1331.0,"[0, 9]",0,1,5,1331,1331,-105,16
Birch Dam,31855.0,OK20508,1028.0,1.0,0.0,1.0,1.0,Oklahoma,Federal,Flood Risk Reduction,0.0,0.0,0.0,1977.0,0.0,USACE,73620363.0,USACE,973.2264,29.5656,-96.1620986764,36.5336865792,846462,390050190.0,166.2579,1.0,,94887.0,"[0, 9]",0,1,5,94887,94887,-106,16
SCS-Fort Cobb Laterals Site-012,344871.0,OK00536,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1972.0,,NID,1467841.2,NID,441.96,11.2776,-98.3635293565,35.0006988153,683699,390050226.0,12.1815,0.0,,347108.0,"[0, 9]",0,1,5,19295,19295,-97,16
SCS-Rainy Mountain Creek Site-31,347655.0,OK20691,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1977.0,,NID,5470483.8,NID,457.2,15.5448,-98.9357226902,35.1122800122,683647,390050227.0,73.287,0.0,,349144.0,"[0, 9]",0,1,5,19295,19295,-97,16
Clinton Lake,346154.0,OK10497,,0.0,0.0,0.0,0.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1931.0,,NID,7733919.6,NID,737.616,16.4592,-99.2194070748,35.4343504903,681311,390050237.0,68.6817,0.0,"[np.float64(345325.0), np.float64(345323.0), np.float64(345324.0)]",349144.0,[0],0,0,5,19295,19295,-97,16
SCS-Barnitz Creek Site-001,344967.0,OK00641,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1978.0,,NID,1647929.28,NID,262.128,15.8496,-99.3004514896,35.8441042777,679031,390050244.0,18.3897,0.0,"[np.float64(348595.0), np.float64(347883.0)]",349144.0,[0],0,0,5,19295,19295,-97,16
Lake Wilhelmina Dam,287902.0,AR00905,,0.0,0.0,0.0,0.0,Arkansas,State,Recreation,0.0,0.0,0.0,1957.0,,NID,3626431.2,NID,377.952,22.86,-94.3600596488,34.6000450257,629325,390050265.0,34.7661,0.0,,288263.0,"[0, 9]",0,1,5,19286,19286,-108,16
Beggs,346296.0,OK11036,,0.0,0.0,0.0,0.0,Oklahoma,Local Government,Water Supply,0.0,0.0,0.0,1922.0,,NID,108546.24,NID,45.72,6.096,-96.0568941962,35.7278418072,539137,390050359.0,29.3013,0.0,[np.float64(346325.0)],19287.0,[0],0,0,5,19287,19287,-92,16
Siloam Springs Lake Dam,287422.0,AR00259,,0.0,0.0,0.0,0.0,Arkansas,Local Government,Recreation,0.0,0.0,0.0,1952.0,,NID,469955.88,NID,274.32,6.096,-94.5424120304,36.2227690104,399584,390050507.0,75.8916,0.0,,94891.0,"[0, 9]",0,1,5,0,94891,-92,16
Oknoname 109010,346519.0,OK12200,,0.0,0.0,0.0,0.0,Oklahoma,Private,Other,0.0,0.0,0.0,1955.0,,NID,542731.2,NID,335.28,9.7536,-97.6677520255,35.6218838114,255506,390050562.0,9.8298,0.0,[np.float64(345933.0)],348813.0,[0],0,0,5,19288,19288,-105,16
SCS-Uncle John Creek Site-04,346390.0,OK12037,,0.0,0.0,0.0,0.0,Oklahoma,State,Flood Risk Reduction,0.0,0.0,0.0,1974.0,,NID,2260968.84,NID,563.88,13.4112,-97.9426319435,35.6838558152,255170,390050564.0,48.3417,0.0,"[np.float64(344823.0), np.float64(344821.0)]",346680.0,[0],0,0,5,19288,19288,-105,16
